plotcode,country,plotsize_m2,biomass_vascular_plants_g.m-2,NP_vascular_plants,harvest_year,resNPbio,nosp,aveMean_root_diameter_D,aveRoot_nitrogen_concentration_RN,aveRoot_tissue_density_RTD,aveSpecific_root_length_SRL,aveN-fixing,aveAM,aveNM,aveEcM,aveErM,aveNM_AM,aveOM,aveMycorrhizal_association_capacity_MA,aveRoot_mycorrhizal_colonization_intensity_%M,aveCluster_roots,resMean_root_diameter_D,resRoot_nitrogen_concentration_RN,resRoot_tissue_density_RTD,resSpecific_root_length_SRL,resN-fixing,resAM,resNM,resEcM,resErM,resNM_AM,resOM,resMycorrhizal_association_capacity_MA,resRoot_mycorrhizal_colonization_intensity_%M,resCluster_roots
HM2020_62,1,9,381.0000000000,12.6200000000,2020.0000000000,0.2154350106,25.0000000000,-1.5547255228,2.1639961476,-1.8574408007,5.3406663738,0.0434782609,0.8695652174,0.0434782609,0.0000000000,0.0000000000,0.0869565217,0.0000000000,0.8695652174,55.5501030225,0.0434782609,0.0609131455,-0.0319250722,0.0375887900,0.2673752652,-0.0979839323,3.4468632858,-0.2587394943,-0.0756907513,-0.1798387193,-3.3467803383,-0.8293641775,3.3004692343,9.4220662939,0.5764868342
nt_po12,4,10,286.8800000000,14.9200000000,2002.0000000000,0.3271721150,30.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3333333333,0.1333333333,0.0000000000,0.0000000000,0.5333333333,0.0000000000,0.3333333333,#N/A,0.0434782609,#N/A,#N/A,#N/A,#N/A,-1.6637598705,-2.0757025500,1.5563959326,-0.0907754648,-0.2472318692,1.4397724039,-0.9868332009,-2.2793699823,#N/A,0.4799279063
nt_ZW09,2,4,591.0000000000,7.2900000000,1996.0000000000,-0.2471879531,25.0000000000,-1.5344373941,2.1322091778,#N/A,5.0101653012,0.0400000000,0.4400000000,0.0400000000,0.0000000000,0.0000000000,0.5200000000,0.0000000000,0.4400000000,34.8480447886,0.0434782609,0.0960974048,-0.0907672439,#N/A,-0.0981487732,-0.2861055136,-1.1296335946,-0.3063775143,-0.0731647038,-0.1407265297,1.4023266075,-0.8114952048,-1.2569105658,-11.6525124762,0.7197362161
nt_ZW14,2,4,362.0000000000,9.1400000000,1995.0000000000,-0.1172265839,26.0000000000,-1.6052037916,2.3219089946,-1.9252311079,#N/A,0.0400000000,0.4400000000,0.0400000000,0.0000000000,0.0000000000,0.5200000000,0.0000000000,0.4400000000,#N/A,0.0434782609,0.0086991475,0.1291403051,-0.0319404601,#N/A,-0.1759225041,-0.9159025972,-0.3582586051,-0.0796115939,-0.1938688809,1.2521273565,-0.8710873433,-1.0837401853,#N/A,0.5593154723
rp_26,3,25,168.4400000000,14.9100000000,2008.0000000000,0.2220023953,38.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3333333333,0.0666666667,0.0000000000,0.0000000000,0.5333333333,0.0666666667,0.4000000000,#N/A,0.0434782609,#N/A,#N/A,#N/A,#N/A,-1.5736132567,-1.8232109501,0.1582890977,-0.0994966217,-0.3500882076,1.2601670973,1.5068268373,-1.3314187774,#N/A,0.2896457267
nt_po22,4,10,183.1300000000,17.1200000000,2002.0000000000,0.3766272833,29.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2413793103,0.0689655172,0.0000000000,0.0000000000,0.6206896552,0.0689655172,0.3103448276,#N/A,0.0416666667,#N/A,#N/A,#N/A,#N/A,-1.5607710306,-2.8733197001,0.2164938485,-0.0964252209,-0.3259103580,2.2120203368,1.5634336235,-2.3264950700,#N/A,0.2810950297
nt_po51,4,10,158.7500000000,18.2800000000,2002.0000000000,0.4141503133,29.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2857142857,0.0714285714,0.0000000000,0.0000000000,0.5357142857,0.1071428571,0.3928571429,#N/A,0.0416666667,#N/A,#N/A,#N/A,#N/A,-1.5108486869,-2.2587674701,0.2470695435,-0.0971090321,-0.3515605428,1.2233388166,2.3775473386,-1.3404584573,#N/A,0.2277244827
rp_10,3,25,172.6900000000,10.7200000000,2008.0000000000,-0.1030283648,33.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2592592593,0.1851851852,0.0000000000,0.0000000000,0.5555555556,0.0000000000,0.2592592593,#N/A,0.0416666667,#N/A,#N/A,#N/A,#N/A,-1.4967617498,-2.5469281896,2.2437589047,-0.0939864468,-0.3267615361,1.4348482961,-1.0073490250,-2.7805183815,#N/A,0.2592805604
nt_po21,4,10,171.8800000000,16.4600000000,2002.0000000000,0.3248710085,29.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2413793103,0.1034482759,0.0000000000,0.0000000000,0.6206896552,0.0344827586,0.2758620690,#N/A,0.0400000000,#N/A,#N/A,#N/A,#N/A,-1.5504435327,-2.8442249935,0.9088944101,-0.0974841722,-0.3396890832,2.1909671975,0.5646350955,-2.6905933052,#N/A,0.2190889097
nt_ZW11,2,4,850.0000000000,6.0300000000,1995.0000000000,-0.3656238018,27.0000000000,-1.7458132322,2.3096388996,-2.0652886519,#N/A,0.0370370370,0.4444444444,0.0370370370,0.0000000000,0.0000000000,0.5185185185,0.0000000000,0.4444444444,#N/A,0.0400000000,-0.1029473364,0.0642660367,-0.1429814230,#N/A,-0.4598598574,-1.2921467510,-0.3552582186,-0.0714203766,-0.1153243348,1.5572702247,-0.8001317321,-1.3931732397,#N/A,0.7688972273
rp_30,3,25,137.9400000000,12.6900000000,2008.0000000000,0.0215817964,41.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3437500000,0.0625000000,0.0000000000,0.0000000000,0.5312500000,0.0625000000,0.4062500000,#N/A,0.0400000000,#N/A,#N/A,#N/A,#N/A,-1.5915560013,-1.6640656868,0.0399772509,-0.1063575717,-0.4119478758,1.2081899338,1.3851093111,-1.2239362756,#N/A,0.1347445029
FOR2020_02,1,3.5,239.0000000000,12.0800000000,2020.0000000000,0.0801856510,31.0000000000,-1.5554120102,2.3636431964,-1.8948365457,5.1479657118,0.1333333333,0.6333333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0333333333,0.6666666667,48.9313892401,0.0384615385,0.0444035693,0.1964607728,-0.0156593400,0.1118769824,1.9597292278,1.3234659893,-1.8901730363,-0.0936764648,-0.2785601540,-0.8460661889,0.6139993569,1.4790979148,3.1990543008,0.3054467894
it_10850503,1,10,781.4800000000,13.8900000000,1992.0000000000,0.4523042894,29.0000000000,-1.6396197404,2.2300520295,-2.0685698895,5.1533381161,0.0344827586,0.4827586207,0.0344827586,0.0000000000,0.0000000000,0.4827586207,0.0000000000,0.4827586207,47.2912440490,0.0384615385,0.0003943910,-0.0101412964,-0.1491197049,0.0227367545,-0.5245908661,-0.8865599941,-0.4471706926,-0.0750978852,-0.1262692885,1.1989947211,-0.8393849943,-0.9986491156,0.5536288438,0.7115194842
nt_SP01,1,4,425.0000000000,15.7000000000,1995.0000000000,0.4552608214,32.0000000000,#N/A,#N/A,#N/A,#N/A,0.0625000000,0.5312500000,0.0312500000,0.0000000000,0.0000000000,0.4062500000,0.0312500000,0.5625000000,40.7987497178,0.0384615385,#N/A,#N/A,#N/A,#N/A,0.3441062264,-0.0819606680,-0.6348452696,-0.0876146716,-0.1975034188,0.1734339559,0.6940412140,0.0988183704,-5.4220231139,0.5098971567
nt_ZW07,2,4,562.0000000000,7.0700000000,1995.0000000000,-0.2877050980,31.0000000000,-1.6999079656,2.3385879158,#N/A,#N/A,0.0645161290,0.4193548387,0.0322580645,0.0000000000,0.0000000000,0.5483870968,0.0000000000,0.4193548387,#N/A,0.0384615385,-0.0710803603,0.1187121965,#N/A,#N/A,0.3108794733,-1.4641884897,-0.5637291071,-0.0821820534,-0.1619456230,1.8615463239,-0.9102426873,-1.6105274865,#N/A,0.6041717593
it_10950901,1,10,648.1500000000,5.3300000000,1992.0000000000,-0.5422253228,30.0000000000,-1.5624866167,2.3524694045,-2.0724244500,5.0411497146,0.1333333333,0.6000000000,0.0666666667,0.0000000000,0.0000000000,0.3000000000,0.0333333333,0.6333333333,#N/A,0.0370370370,0.0711801915,0.1238044489,-0.1593333405,-0.0745281686,1.6584460595,0.4789521838,0.3289703418,-0.0788834415,-0.1451321783,-0.9051186389,0.8371657091,0.7220021438,#N/A,0.6203242205
nt_G06,3,10,384.0000000000,16.4300000000,1992.0000000000,0.4808002972,34.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5937500000,0.0000000000,0.0000000000,0.0000000000,0.4062500000,0.0000000000,0.5937500000,45.1652039189,0.0370370370,#N/A,#N/A,#N/A,#N/A,-1.7714413005,0.6794622915,-1.9087118191,-0.0891593846,-0.2110416615,0.1386256648,-0.9771564398,0.4962225703,-0.9694880122,0.4420566700
nt_TC01,3,10,251.0000000000,18.5600000000,1990.0000000000,0.5192572785,35.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4687500000,0.0625000000,0.0000000000,0.0000000000,0.4375000000,0.0312500000,0.5000000000,41.1331710223,0.0370370370,#N/A,#N/A,#N/A,#N/A,-1.6944943388,-0.5296439672,0.1187338145,-0.0959355382,-0.2786332120,0.3510013334,0.5721692424,-0.4001725272,-4.6407330764,0.2887577531
rp_27,3,25,153.6900000000,15.1300000000,2008.0000000000,0.2186651881,42.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3823529412,0.0588235294,0.0000000000,0.0000000000,0.4705882353,0.0882352941,0.4705882353,48.5110339512,0.0370370370,#N/A,#N/A,#N/A,#N/A,-1.6592333382,-1.3104616804,-0.0339450577,-0.1076077759,-0.3956829362,0.5751841414,2.1479801276,-0.5531762135,3.1533487939,0.1016003447
FOR2020_08,1,7,165.2500000000,7.2500000000,2020.0000000000,-0.5027805599,36.0000000000,-1.5768496432,2.3119893993,-1.9932350437,5.1345015858,0.1176470588,0.6470588235,0.0000000000,0.0000000000,0.0000000000,0.3235294118,0.0294117647,0.6764705882,50.9910088095,0.0357142857,0.0104453793,0.1675475251,-0.1266015765,0.1278505037,1.8795510301,1.7589186831,-2.0477586017,-0.1062717178,-0.3773803944,-1.1498540432,0.4187678528,1.8432085278,5.5717863629,0.0943263125
HM2020_20,1,9,281.2500000000,5.3500000000,2020.0000000000,-0.7023235747,34.0000000000,-1.6759983030,2.4237071523,-1.7486044744,5.1323903106,0.1290322581,0.8064516129,0.0322580645,0.0000000000,0.0000000000,0.1290322581,0.0322580645,0.8387096774,51.0625621927,0.0357142857,-0.0706594747,0.2464930893,0.1361062062,0.0833156215,1.8614548947,3.3173872611,-0.6433361228,-0.0925916074,-0.2545945640,-3.3645365065,0.6250002528,3.5305744006,5.1921025524,0.2972929792
nt_TC01B,3,10,227.0000000000,25.1100000000,1990.0000000000,0.8017911790,39.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4857142857,0.0571428571,0.0000000000,0.0000000000,0.4285714286,0.0285714286,0.5142857143,39.0400181943,0.0344827586,#N/A,#N/A,#N/A,#N/A,-1.7536165114,-0.3011985576,-0.0238279679,-0.1020840933,-0.3111776916,0.2238847303,0.4720912310,-0.2073293645,-6.6486057609,0.1837476510
Roeling_07,1,#N/A,48.0600000000,10.2600000000,2015.0000000000,-0.3978978729,36.0000000000,-1.5994225240,2.1394926309,-1.8568960496,4.8877243274,0.0285714286,0.5142857143,0.0571428571,0.0000000000,0.0000000000,0.4000000000,0.0285714286,0.5428571429,41.5814396613,0.0344827586,-0.0540321977,0.0711604556,-0.0322448646,-0.0204027295,-0.0912955119,0.8383353539,-0.2380253540,-0.1333864137,-0.8566606525,-0.6816222630,0.0645017466,0.7810831361,-2.7898354796,-0.4752819788
it_11557001,1,10,800.0000000000,14.5400000000,1992.0000000000,0.5026351699,37.0000000000,-1.6254327980,2.2388289650,-1.9192510601,5.0498331283,0.0857142857,0.6000000000,0.0857142857,0.0000000000,0.0000000000,0.2285714286,0.0857142857,0.6857142857,53.3499533444,0.0333333333,0.0153760634,-0.0028077950,0.0009953259,-0.0826367589,0.7251758017,0.4098107491,0.8339446857,-0.0821694280,-0.1366103420,-1.8296102213,2.6147908448,1.3366443977,6.5924636322,0.6034610034
kp_12.66,3,25,376.8000000000,4.1200000000,2008.0000000000,-0.9061700646,34.0000000000,-1.5854478899,2.3257711602,-1.9730869120,5.2375981566,0.1176470588,0.8823529412,0.0000000000,0.0000000000,0.0000000000,0.1176470588,0.0000000000,0.8823529412,50.1195523954,0.0312500000,0.0298146626,0.1305330633,-0.0784341335,0.1651913509,1.6274178623,4.3808188516,-1.9692247660,-0.0922035668,-0.2202443922,-3.5968858408,-1.0099886528,4.2028546652,4.0009215238,0.2825970192
it_10650304,1,10,529.6300000000,8.1600000000,1992.0000000000,-0.1559634966,36.0000000000,-1.6357145867,2.2483301064,-2.0623989870,5.3211183548,0.1388888889,0.6111111111,0.0277777778,0.0000000000,0.0000000000,0.3611111111,0.0000000000,0.6111111111,52.3164264434,0.0303030303,-0.0088998576,0.0321102876,-0.1561726433,0.2215507045,1.9956253827,0.7648811271,-0.7575812720,-0.0894717587,-0.1814174666,-0.2930268656,-0.9893580526,0.6027780798,5.9089002101,0.3791787145
kp_12.67,3,25,319.2000000000,11.3900000000,2008.0000000000,0.0781555793,34.0000000000,-1.6337468210,2.3404694679,-1.9582822716,5.1958939001,0.1176470588,0.8529411765,0.0000000000,0.0000000000,0.0000000000,0.1470588235,0.0000000000,0.8529411765,49.7298839708,0.0303030303,-0.0241132546,0.1554550566,-0.0692689011,0.1367216580,1.6790540263,4.0410694709,-1.9847994953,-0.0948768051,-0.2454640420,-3.2213453205,-1.0344895347,3.8453552308,3.7520220658,0.1911536583
kp_1.1,3,25,224.0000000000,7.5000000000,2008.0000000000,-0.4091828566,39.0000000000,-1.6544000861,2.2244876302,-1.8129347256,5.0803661065,0.0270270270,0.7297297297,0.0270270270,0.0000000000,0.0000000000,0.2432432432,0.0000000000,0.7297297297,47.5296350098,0.0294117647,-0.0567838081,0.0612997033,0.0640391066,0.0494482541,-0.5090821587,2.7218376385,-0.8991767371,-0.1052011054,-0.3227378889,-2.1349431885,-1.1357887694,2.4748887793,1.8522999214,0.0223766054
kp_12.68,3,25,180.8000000000,6.7700000000,2008.0000000000,-0.5536319299,38.0000000000,-1.6186385341,2.2628191271,-1.9068929002,5.2071366204,0.0526315789,0.7894736842,0.0000000000,0.0000000000,0.0000000000,0.2105263158,0.0000000000,0.7894736842,54.3160561351,0.0294117647,-0.0282920592,0.1128350312,-0.0372023311,0.1933111307,0.3462009086,3.6683995723,-2.1556586812,-0.1106219933,-0.3762038077,-2.6906465868,-1.1871755046,3.3999461491,8.8205233573,-0.0656241383
nt_SP03,1,4,453.0000000000,14.2700000000,1995.0000000000,0.3722807736,43.0000000000,-1.6175079924,2.2445166453,-1.8850390619,4.9969511280,0.0465116279,0.6046511628,0.0465116279,0.0000000000,0.0000000000,0.3255813953,0.0232558140,0.6279069767,47.7714650676,0.0285714286,0.0040038296,0.0379282688,0.0158745565,-0.0901486177,-0.0907624200,0.8385409887,-0.2363383569,-0.1004528673,-0.2195958181,-0.8678896759,0.4644850437,0.9552765089,1.4965532596,0.2684131161
hr_T1,5,25,449.1000000000,8.8500000000,2001.0000000000,-0.1071580702,55.0000000000,-1.6078318713,2.4162163135,-1.7672393178,5.0578315055,0.0784313725,0.7450980392,0.0000000000,0.0000000000,0.0000000000,0.2549019608,0.0000000000,0.7450980392,57.3222130003,0.0243902439,0.0133865676,0.2101607962,0.1333803743,-0.0285784538,0.8847737483,3.0076423889,-2.3917689066,-0.1095620458,-0.2405078086,-2.0312062405,-1.2059905954,2.7999385775,11.0546380799,0.1148392405
2-OL09,1,8,460.5000000000,5.2400000000,2020.0000000000,-0.6263346163,32.0000000000,-1.6779759011,2.3285769996,-2.0100162677,5.1552100383,0.0967741935,0.6129032258,0.0322580645,0.0000000000,0.0000000000,0.3225806452,0.0322580645,0.6451612903,57.3831470556,0.0000000000,-0.0559069127,0.1209766657,-0.1085444512,0.0668003134,1.0752966737,0.7974220513,-0.5864557560,-0.0850511826,-0.1844632112,-0.7666010175,0.7371365692,1.0018606633,11.0943017001,-1.0215284382
3-OL03,1,6,648.7500000000,6.1700000000,2020.0000000000,-0.3956961376,27.0000000000,-1.5982479204,2.4295786614,-1.9459248909,5.0291167788,0.1538461538,0.6538461538,0.0384615385,0.0000000000,0.0000000000,0.3076923077,0.0000000000,0.6538461538,51.0946783133,0.0000000000,0.0354502833,0.2008566835,-0.0328023278,-0.0866349197,1.8835122933,1.0073330366,-0.3409715591,-0.0734247820,-0.1350290144,-0.7587475155,-0.8164802053,0.8873511925,4.5150110237,-0.8907337476
4-OL02,1,4,541.7500000000,6.2000000000,2020.0000000000,-0.4262180573,22.0000000000,-1.6663534191,2.3136767296,-2.0287964651,5.0045166076,0.1363636364,0.5909090909,0.0454545455,0.0000000000,0.0000000000,0.3636363636,0.0000000000,0.5909090909,52.1434367282,0.0000000000,-0.0387709749,0.0960625429,-0.1218009848,-0.0968560524,1.5148864788,0.3964635470,-0.1740240089,-0.0696711823,-0.1397386714,-0.1981559049,-0.7708902826,0.2712224304,5.7167115729,-0.8315941351
AJ2020_02,1,4,195.0000000000,18.2100000000,2020.0000000000,0.4506758535,23.0000000000,-1.6659857990,#N/A,#N/A,#N/A,0.0000000000,0.5555555556,0.0000000000,0.0000000000,0.0000000000,0.3888888889,0.0555555556,0.6111111111,43.6160999170,0.0000000000,-0.0730738899,#N/A,#N/A,#N/A,-1.2377467059,0.4334499679,-1.4783178256,-0.0751500109,-0.2464448963,-0.2211332678,0.9642021846,0.7235592086,-1.9435889114,-0.9299860348
AJ2020_04,1,4,273.7500000000,8.4500000000,2020.0000000000,-0.2505580300,25.0000000000,#N/A,#N/A,#N/A,#N/A,0.0800000000,0.3600000000,0.0800000000,0.0000000000,0.0000000000,0.5200000000,0.0400000000,0.4000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,0.7732963853,-1.6017362990,0.4670492123,-0.0835378024,-0.2327063567,1.1663026541,0.7896524932,-1.3869646445,#N/A,-1.0628137500
AJ2020_06,1,4,70.5000000000,10.0300000000,2020.0000000000,-0.3453750577,16.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3125000000,0.0625000000,0.0000000000,0.0000000000,0.6250000000,0.0000000000,0.3125000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0155353568,-1.2043290485,-0.0353113136,-0.0844249970,-0.4513299453,1.4422782621,-0.8822725109,-1.4429217000,#N/A,-0.9168208108
AJ2020_07,1,4,256.0000000000,8.7800000000,2020.0000000000,-0.2254041371,19.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3157894737,0.1052631579,0.0000000000,0.0000000000,0.5789473684,0.0000000000,0.3157894737,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.2734941721,-1.7666155384,0.8077192977,-0.0736725255,-0.2119521452,1.5140239129,-0.7983659137,-1.9364713086,#N/A,-0.7798123971
AJ2020_08,1,1.5,431.7500000000,5.7600000000,2020.0000000000,-0.5443700214,21.0000000000,#N/A,#N/A,#N/A,#N/A,0.0476190476,0.3809523810,0.0952380952,0.0000000000,0.0000000000,0.5238095238,0.0000000000,0.3809523810,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.0295219692,-1.4546432599,0.7424416153,-0.0707835787,-0.1583567955,1.2321456070,-0.7782908547,-1.5948658142,#N/A,-0.7905729555
AJ2020_09,1,4,376.7500000000,4.7200000000,2020.0000000000,-0.7702404716,12.0000000000,#N/A,#N/A,#N/A,#N/A,0.0833333333,0.5000000000,0.1666666667,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.5000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,0.5268098260,-0.2305557646,1.3774842695,-0.0547783334,-0.1308560143,-0.4403639835,-0.6000341765,-0.3444961097,#N/A,-0.6145194468
AJ2020_10,1,4,476.2500000000,7.1900000000,2020.0000000000,-0.3033650927,14.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4285714286,0.2142857143,0.0000000000,0.0000000000,0.3571428571,0.0000000000,0.4285714286,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.1983017704,-0.8607081328,2.0406362654,-0.0568260307,-0.1212682665,-0.2374032220,-0.6265236667,-0.9693098153,#N/A,-0.6548674454
AJ2020_11,1,4,245.5000000000,9.8600000000,2020.0000000000,-0.1176133599,17.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4000000000,0.0000000000,0.0000000000,0.0000000000,0.6000000000,0.0000000000,0.4000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.1574565276,-0.8899011416,-1.3348538412,-0.0659337606,-0.1935486890,1.4992167814,-0.7136688432,-1.0445343795,#N/A,-0.7865092138
AJ2020_12,1,4,174.0000000000,14.5400000000,2020.0000000000,0.2032470445,15.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.6363636364,0.0909090909,0.0000000000,0.0000000000,0.2727272727,0.0000000000,0.6363636364,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.9561165866,0.9131928525,0.4100998156,-0.0599120628,-0.2075400109,-1.0010574225,-0.6422750303,0.7627462153,#N/A,-0.8437111454
AJ2020_13,1,4,111.7500000000,8.9700000000,2020.0000000000,-0.3666678238,15.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5384615385,0.0769230769,0.0000000000,0.0000000000,0.3846153846,0.0000000000,0.5384615385,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.9922677569,0.4200149443,0.2156730281,-0.0702940050,-0.3012513347,-0.3417982016,-0.7442456583,0.2289475217,#N/A,-0.9642821385
AJ2020_14,1,4,769.2500000000,6.5800000000,2020.0000000000,-0.2979256560,5.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2000000000,0.0000000000,0.0000000000,0.0000000000,0.8000000000,0.0000000000,0.2000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.7527671229,-1.6684720684,-0.7299696353,-0.0312675533,-0.0529738548,1.9501010284,-0.3493321301,-1.7146742666,#N/A,-0.3753949787
AJ2020_16,1,4,442.2500000000,6.2000000000,2020.0000000000,-0.4660426248,12.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3333333333,0.0833333333,0.0000000000,0.0000000000,0.5833333333,0.0000000000,0.3333333333,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.1008792962,-1.4427895551,0.4078973770,-0.0532863129,-0.1178412725,1.3502866669,-0.5862926082,-1.5470826841,#N/A,-0.5946839447
AJ2020_18,1,4,297.7500000000,17.9600000000,2020.0000000000,0.5199151029,9.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.6666666667,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.6666666667,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.9148264819,0.8730820117,-1.0245487240,-0.0494022310,-0.1321633988,-0.4237433050,-0.5376153881,0.7641538427,#N/A,-0.6448150417
AJ2020_19,1,4,163.5000000000,7.0000000000,2020.0000000000,-0.5399612369,13.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4615384615,0.0769230769,0.0000000000,0.0000000000,0.4615384615,0.0000000000,0.4615384615,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0326543109,-0.2547334550,0.2489763131,-0.0658334280,-0.2349801315,0.3037811367,-0.7045227306,-0.4231618364,#N/A,-0.7729021433
AJ2020_21,1,4,135.5000000000,19.8500000000,2020.0000000000,0.4654690424,6.0000000000,#N/A,1.9280861662,#N/A,#N/A,0.0000000000,0.2000000000,0.2000000000,0.0000000000,0.0000000000,0.6000000000,0.0000000000,0.2000000000,#N/A,0.0000000000,#N/A,-0.2041235327,#N/A,#N/A,-0.6279418152,-1.3393004733,1.0467088395,-0.0421709818,-0.1647451735,0.7836016092,-0.4489210470,-1.4470046472,#N/A,-0.5353466350
AJ2020_24,1,4,94.0000000000,15.3900000000,2020.0000000000,0.1392194567,22.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5625000000,0.0625000000,0.0000000000,0.0000000000,0.3750000000,0.0000000000,0.5625000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0810189298,0.7190349413,-0.0079117908,-0.0803429328,-0.3741374348,-0.5000603585,-0.8464923697,0.4957723891,#N/A,-0.9987314024
AJ2020_25,1,4.5,290.5000000000,9.9600000000,2020.0000000000,-0.0744925373,10.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.7000000000,0.0000000000,0.0000000000,0.0000000000,0.3000000000,0.0000000000,0.7000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.9618315470,1.1462453934,-1.0812335511,-0.0522961421,-0.1415746054,-0.6733962996,-0.5687175440,1.0307428380,#N/A,-0.6480715075
AJ2020_26,1,2,41.2500000000,8.0600000000,2020.0000000000,-0.6692237502,14.0000000000,#N/A,#N/A,#N/A,#N/A,0.0714285714,0.5000000000,0.0714285714,0.0000000000,0.0000000000,0.4285714286,0.0000000000,0.5000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,0.7684118277,0.4729586193,0.0520585059,-0.0866110315,-0.5983720541,-0.2502523483,-0.8913624817,0.2135965292,#N/A,-1.0767616893
AJ2020_27,1,4,173.7500000000,10.4000000000,2020.0000000000,-0.1321327904,19.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4444444444,0.0555555556,0.0000000000,0.0000000000,0.5000000000,0.0000000000,0.4444444444,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.1884299197,-0.4676343245,-0.0720021776,-0.0766587543,-0.2657354981,0.7009085442,-0.8217713864,-0.6614888474,#N/A,-0.9855309884
AJ2020_28,1,2,125.2500000000,9.4000000000,2020.0000000000,-0.2974621611,13.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5384615385,0.0000000000,0.0000000000,0.0000000000,0.4615384615,0.0000000000,0.5384615385,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0042092046,0.3841200213,-1.2829583597,-0.0689263911,-0.2796409645,0.2447199825,-0.7321162180,0.1998525689,#N/A,-0.9020839266
AJ2020_31,1,6,166.5000000000,8.6500000000,2020.0000000000,-0.3247438126,13.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5384615385,0.0000000000,0.0000000000,0.0000000000,0.4615384615,0.0000000000,0.5384615385,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0346229363,0.2945205031,-1.2657731595,-0.0656275362,-0.2322064017,0.3078074366,-0.7026777499,0.1272524828,#N/A,-0.7700454881
Biebrza_MS3,3,#N/A,335.5600000000,13.0700000000,2016.0000000000,0.2255483999,9.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2222222222,0.1111111111,0.0000000000,0.0000000000,0.6666666667,0.0000000000,0.2222222222,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.9263197711,-1.8802451012,0.6382598264,-0.0483951844,-0.1222318811,1.6242774914,-0.5284111793,-1.9824764680,#N/A,-0.6292471930
Biebrza_MS4,3,#N/A,460.2400000000,12.0400000000,2016.0000000000,0.2054674914,10.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4444444444,0.1111111111,0.0000000000,0.0000000000,0.4444444444,0.0000000000,0.4444444444,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.9573606468,-0.5856438342,0.6621483053,-0.0458313891,-0.0994284061,0.3392352587,-0.5048260152,-0.6744292141,#N/A,-0.5898479395
