plotcode,country,plotsize_m2,biomass_vascular_plants_g.m-2,NP_vascular_plants,harvest_year,resNPbio,nosp,aveMean_root_diameter_D,aveRoot_nitrogen_concentration_RN,aveRoot_tissue_density_RTD,aveSpecific_root_length_SRL,aveN-fixing,aveAM,aveNM,aveEcM,aveErM,aveNM_AM,aveOM,aveMycorrhizal_association_capacity_MA,aveRoot_mycorrhizal_colonization_intensity_%M,aveCluster_roots,resMean_root_diameter_D,resRoot_nitrogen_concentration_RN,resRoot_tissue_density_RTD,resSpecific_root_length_SRL,resN-fixing,resAM,resNM,resEcM,resErM,resNM_AM,resOM,resMycorrhizal_association_capacity_MA,resRoot_mycorrhizal_colonization_intensity_%M,resCluster_roots
AJ2020_32,1,4,1127.7500000000,18.8500000000,2020.0000000000,0.8296300682,5.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.6666666667,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.6666666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.6067167547,0.3063589233,-0.5552268950,-0.0226749172,-0.0319544086,-0.1069937565,-0.2560138723,0.2813175242,#N/A,#N/A
AJ2020_33,1,4,704.2500000000,13.9400000000,2020.0000000000,0.4354766768,5.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AJ2020_34,1,4,1995.7500000000,18.7500000000,2020.0000000000,0.9363286389,6.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Biebrza_OD10,3,#N/A,1015.8000000000,7.0100000000,2016.0000000000,-0.1800625339,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Biebrza_OD8,3,#N/A,517.2400000000,8.4900000000,2016.0000000000,-0.1209641937,2.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DH_C5,1,16,155.0400000000,5.1600000000,2017.0000000000,-0.8553614570,2.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DH_O3,1,16,494.5000000000,8.1900000000,2017.0000000000,-0.1657625948,5.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.6430341696,2.2034377391,-0.6667705875,-0.0301786456,-0.0632468939,-1.9779814282,-0.3330751335,2.1566605710,#N/A,#N/A
DH_O4,1,16,1037.0000000000,11.5300000000,2017.0000000000,0.3216056999,3.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.6014599839,1.8167817197,-0.5574497224,-0.0230050220,-0.0337557388,-1.6514303871,-0.2591426397,1.7941714870,#N/A,#N/A
DH_O5,1,16,2.2500000000,13.3900000000,2017.0000000000,-0.7324611925,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DH_O6,1,16,264.7500000000,12.9500000000,2017.0000000000,0.1698108682,3.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.6666666667,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6666666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.5217315698,0.5216225972,1.4618181832,-0.0291054838,-0.0823919807,-1.7658795903,-0.3157027421,0.4553679402,#N/A,#N/A
DH_O7,1,16,2441.8300000000,7.1400000000,2017.0000000000,0.0104364439,3.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.6571871162,1.7138336182,-0.5351500760,-0.0198492568,-0.0192843896,-1.5818743553,-0.2289045629,1.7110006603,#N/A,#N/A
DH_O8,1,16,3225.2500000000,9.0900000000,2017.0000000000,0.3065072085,3.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.6763047880,1.6810802616,-0.5280891948,-0.0189201270,-0.0160769234,-1.5596631581,-0.2198534369,1.6844377710,#N/A,#N/A
DH_O9,1,16,31.5000000000,15.1700000000,2017.0000000000,-0.0897385777,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DH_W4,1,16,374.4800000000,10.5900000000,2017.0000000000,0.0366748724,2.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DH_W5,1,16,9.6800000000,14.8900000000,2017.0000000000,-0.3399271348,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
nt_D02,3,10,133.0000000000,13.2500000000,1990.0000000000,0.0576079480,4.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
nt_hv5_2,4,10,83.1300000000,26.5600000000,2002.0000000000,0.6607910279,3.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
nt_oba304,4,10,229.3800000000,12.3900000000,2002.0000000000,0.0974615730,15.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2307692308,0.0769230769,0.0000000000,0.0000000000,0.6153846154,0.0769230769,0.3076923077,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.0699071161,-2.0758259029,0.2783162234,-0.0621033987,-0.1883591977,1.4924366962,1.2224628209,-1.6344206842,#N/A,#N/A
nt_oba343,4,10,521.2500000000,14.1100000000,2002.0000000000,0.3885461576,11.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2727272727,0.0000000000,0.0000000000,0.0000000000,0.6363636364,0.0909090909,0.3636363636,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.0722204976,-1.8456853260,-1.1029483765,-0.0495934551,-0.1013331136,1.6810498695,1.4736705857,-1.3147075914,#N/A,#N/A
nt_WR2,1,4,2756.0000000000,10.4300000000,2003.0000000000,0.4131623990,2.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_A1S1,1,10,120.0000000000,12.6300000000,2017.0000000000,-0.0105002733,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_A1V1,1,10,275.0000000000,9.2800000000,2017.0000000000,-0.1559688526,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_A2S1,1,10,80.0000000000,16.7700000000,2017.0000000000,0.1934444563,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_A2V1,1,10,90.0000000000,11.6200000000,2017.0000000000,-0.1503046267,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T1S1,1,10,15.0000000000,12.9300000000,2017.0000000000,-0.3951122520,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T1V1,1,10,510.0000000000,6.6100000000,2017.0000000000,-0.3740359093,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T1V2,1,10,35.0000000000,20.5300000000,2017.0000000000,0.2335057007,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T2S1,1,10,20.0000000000,14.6400000000,2017.0000000000,-0.2144477678,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T2V1,1,10,485.0000000000,4.8900000000,2017.0000000000,-0.6852910682,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T2V2,1,10,190.0000000000,10.3800000000,2017.0000000000,-0.1165118122,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T4S1,1,10,10.0000000000,16.5900000000,2017.0000000000,-0.2254342505,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T4V1,1,10,330.0000000000,7.8100000000,2017.0000000000,-0.2926451077,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T4V2,1,10,365.0000000000,15.5800000000,2017.0000000000,0.4177207376,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T5S1,1,10,70.0000000000,26.3800000000,2017.0000000000,0.6202536954,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T5V1,1,10,175.0000000000,12.2400000000,2017.0000000000,0.0321774856,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pit_T5V2,1,10,140.0000000000,10.4900000000,2017.0000000000,-0.1659009511,1.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sw_CROS1,7,10,63.8100000000,26.1000000000,2007.0000000000,0.5914131336,4.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.6666666667,0.0000000000,0.0000000000,1.5958333333,#N/A,#N/A,#N/A,#N/A,#N/A,-0.4494262715,-1.9108840266,1.3819697369,-0.0371904173,-0.2085482948,0.7608333187,-0.3875524868,-2.0009217996,-43.0159669828,#N/A
sw_CROS4,7,10,388.6900000000,14.8900000000,2007.0000000000,0.3847635816,2.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sw_ZLL06,7,10,101.2500000000,21.8200000000,2007.0000000000,0.5029093436,4.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sw_ZLL27,7,10,52.6300000000,23.6600000000,2007.0000000000,0.4554615861,5.0000000000,-1.0239022006,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,#N/A,#N/A,0.5245702548,#N/A,#N/A,#N/A,-0.4404132596,-1.8868763675,-0.6421071276,-0.0384452148,-0.2364134179,2.1756240600,-0.3984326104,-1.9810476729,#N/A,#N/A
sw_ZLL37,7,10,128.3800000000,25.5900000000,2007.0000000000,0.7088737766,4.0000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VV-OZ-EX-BIO,1,4,123.0000000000,8.7900000000,2020.0000000000,-0.3681146103,9.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.6666666667,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.6666666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.8339656451,1.1023377781,-1.0684025126,-0.0575296016,-0.2354449152,-0.5837707981,-0.6107508106,0.9494801335,#N/A,#N/A
ZN-OZ-EX-BIO,1,4,78.5000000000,15.7900000000,2020.0000000000,0.1295151157,6.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.8000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,0.0000000000,0.8000000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.5929792503,1.5409419017,-0.8134425761,-0.0463291539,-0.2352295939,-1.1388336467,-0.4856373512,1.4132728621,#N/A,#N/A
ZZ-OZ-EX-BIO,1,4,97.7500000000,22.4800000000,2020.0000000000,0.5258044635,11.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5454545455,0.0000000000,0.0000000000,0.0000000000,0.4545454545,0.0000000000,0.5454545455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.9000219832,0.4715518525,-1.1940791650,-0.0661694175,-0.3024019385,0.1278866501,-0.6979322106,0.2884883933,#N/A,#N/A
it_14547701,1,10,574.0700000000,19.6600000000,1992.0000000000,0.7391907169,8.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5000000000,0.0000000000,0.0000000000,0.0000000000,0.5000000000,0.0000000000,0.5000000000,#N/A,0.3333333333,#N/A,#N/A,#N/A,#N/A,-0.6531053844,-0.2065324590,-0.6620576882,-0.0294127913,-0.0573702069,0.4770468925,-0.3259654979,-0.2583471301,#N/A,2.0293020129
nt_hv6_1,4,10,368.7500000000,26.0000000000,2002.0000000000,0.9318351996,5.0000000000,-1.7240918386,2.3165239016,#N/A,#N/A,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,#N/A,0.3333333333,-0.1095620406,0.1226166752,#N/A,#N/A,-0.6236563577,-2.4656767710,-0.6761316845,-0.0317434436,-0.0766169153,2.7242918896,-0.3475060098,-2.5234136599,#N/A,1.9429848790
wi_N42,1,10,281.9400000000,17.5200000000,2008.0000000000,0.4844038232,11.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.0909090909,0.0909090909,0.0000000000,0.0000000000,0.8181818182,0.0000000000,0.0909090909,#N/A,0.3333333333,#N/A,#N/A,#N/A,#N/A,-1.0056297878,-3.0510272240,0.4495607515,-0.0551320051,-0.1514151328,2.8239140705,-0.5990580155,-3.1682585219,#N/A,2.6718789076
nt_E02,3,10,298.0000000000,17.6400000000,1990.0000000000,0.5021017977,10.0000000000,-0.8494952105,1.9774079890,#N/A,4.7002622269,0.0000000000,0.2000000000,0.2000000000,0.0000000000,0.0000000000,0.6000000000,0.0000000000,0.2000000000,#N/A,0.2500000000,0.7578064914,-0.2033711570,#N/A,-0.3534274632,-0.6819311874,-1.4881855643,1.0974490996,-0.0368169252,-0.0984547722,0.8922665865,-0.4006662801,-1.5682283508,#N/A,1.7274655892
nt_oba213,4,10,405.9400000000,16.6100000000,2002.0000000000,0.5026004061,8.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4285714286,0.1428571429,0.0000000000,0.0000000000,0.4285714286,0.0000000000,0.4285714286,#N/A,0.2500000000,#N/A,#N/A,#N/A,#N/A,-0.8333321434,-0.5717594603,0.8583932009,-0.0413032182,-0.0951857631,0.1938842290,-0.4533678454,-0.6555420364,#N/A,1.7931656499
PSMW_L257,1,10,305.0000000000,22.4300000000,1989.0000000000,0.7468886497,13.0000000000,-1.3106097051,2.1200934249,#N/A,#N/A,0.0000000000,0.1111111111,0.1111111111,0.0000000000,0.0000000000,0.7777777778,0.0000000000,0.1111111111,#N/A,0.2500000000,0.2974798090,-0.0621165906,#N/A,#N/A,-0.9171284099,-2.6253295775,0.6310026611,-0.0491979027,-0.1301020016,2.3034244175,-0.5357505382,-2.7287228300,#N/A,2.4500622302
nt_G08,3,10,338.0000000000,16.9400000000,1992.0000000000,0.4863284047,15.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.1538461538,0.0769230769,0.0000000000,0.0000000000,0.6923076923,0.0769230769,0.2307692308,26.9817675819,0.2222222222,#N/A,#N/A,#N/A,#N/A,-1.1141402541,-2.8159618979,0.3115804140,-0.0580912195,-0.1462105515,2.1433534683,1.2932521894,-2.3177224012,-19.0446542507,2.3807612564
AJ2020_15,1,4,91.2500000000,18.0600000000,2020.0000000000,0.2933740883,13.0000000000,-1.4414070767,2.1750017560,#N/A,#N/A,0.0000000000,0.6666666667,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.6666666667,27.5907910243,0.2000000000,0.1257379949,0.0671573716,#N/A,#N/A,-0.6599257310,0.9634375714,-0.8847614981,-0.0494521026,-0.2335921206,-0.5209951019,-0.5205892150,0.8265120338,-17.3245240179,1.3082475721
ic_17,9,0.06,157.1300000000,6.5200000000,2007.0000000000,-0.6187958268,7.0000000000,-1.6117621656,#N/A,#N/A,4.5083968015,0.0000000000,0.2857142857,0.0000000000,0.0000000000,0.0000000000,0.7142857143,0.0000000000,0.2857142857,#N/A,0.2000000000,-0.0261767736,#N/A,#N/A,-0.4942346908,-0.7546129895,-1.1270539426,-0.9313763860,-0.0486403902,-0.1769616390,1.5688805925,-0.5199494794,-1.2505220323,#N/A,1.4416073998
it_10251102,1,10,718.5200000000,35.3000000000,1992.0000000000,1.3685340062,12.0000000000,-1.7169695834,#N/A,#N/A,5.1126315543,0.0000000000,0.8000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,0.0000000000,0.8000000000,36.6494973879,0.2000000000,-0.0798054935,#N/A,#N/A,-0.0112689460,-1.0570496096,1.5906653710,-1.0356895067,-0.0447417899,-0.0783327941,-1.2034453453,-0.4989313835,1.5238653443,-10.0168443434,2.5222922143
nt_G09,3,10,383.0000000000,17.2800000000,1992.0000000000,0.5307293982,17.0000000000,-1.5154253110,1.9336644241,#N/A,#N/A,0.0000000000,0.2857142857,0.0714285714,0.0000000000,0.0000000000,0.6428571429,0.0000000000,0.2857142857,31.5173799679,0.2000000000,0.1003910052,-0.2625794500,#N/A,#N/A,-1.1713795515,-1.8808230653,0.2524124040,-0.0589998881,-0.1398290199,1.8748862243,-0.6465718333,-2.0016540614,-14.6150993571,2.3294748730
nt_G10,3,10,409.0000000000,16.4600000000,1992.0000000000,0.4950024627,13.0000000000,-1.4400724546,#N/A,#N/A,#N/A,0.0000000000,0.0909090909,0.0909090909,0.0000000000,0.0000000000,0.8181818182,0.0000000000,0.0909090909,15.8120621788,0.2000000000,0.1779724339,#N/A,#N/A,#N/A,-1.0454557154,-3.1519147443,0.4796378107,-0.0517093802,-0.1187374745,2.8984273570,-0.5677101409,-3.2504324715,-30.3761489992,2.3500641599
nt_hv3_1,4,10,225.6300000000,39.5500000000,2002.0000000000,1.2549027044,8.0000000000,-1.6496078151,1.8980363981,#N/A,#N/A,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1666666667,0.8333333333,0.0000000000,0.1666666667,#N/A,0.2000000000,-0.0517455248,-0.2655983502,#N/A,#N/A,-0.7256066084,-2.9295654610,-0.8476225054,-0.0423109325,2.7855589409,2.1359798602,-0.4568965203,-1.8549398914,#N/A,1.5269645241
Roeling_35,1,4,193.3100000000,18.5500000000,2015.0000000000,0.4674665156,10.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.7142857143,0.0000000000,0.0000000000,0.0000000000,0.2857142857,0.0000000000,0.7142857143,#N/A,0.2000000000,#N/A,#N/A,#N/A,#N/A,-0.7711677323,1.1308865784,-0.9222736641,-0.0469345944,-0.1545617001,-0.7082806848,-0.5046385034,1.0167313377,#N/A,1.4908162107
wi_N30,1,10,241.2500000000,21.4800000000,2008.0000000000,0.6575956133,14.0000000000,#N/A,2.1694216274,#N/A,#N/A,0.0000000000,0.2727272727,0.0909090909,0.0000000000,0.0000000000,0.6363636364,0.0000000000,0.2727272727,#N/A,0.2000000000,#N/A,0.0016617488,#N/A,#N/A,-0.9893782249,-1.6258092294,0.4368721964,-0.0566324226,-0.1676470872,1.5238971251,-0.6126921555,-1.7574711705,#N/A,2.1813804396
sc_SLB33,6,10,190.0000000000,23.3300000000,2007.0000000000,0.6933473961,15.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.0833333333,0.2500000000,0.0000000000,0.0000000000,0.6666666667,0.0000000000,0.0833333333,#N/A,0.1818181818,#N/A,#N/A,#N/A,#N/A,-1.0078717640,-3.1445315488,2.1392715172,-0.0616349243,-0.2046646780,1.7543868300,-0.6623753365,-3.2869174189,#N/A,2.0150083921
MW2020_DW04,1,9,121.5000000000,19.4900000000,2020.0000000000,0.4257642045,20.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4117647059,0.0588235294,0.0000000000,0.0000000000,0.5294117647,0.0000000000,0.4117647059,#N/A,0.1764705882,#N/A,#N/A,#N/A,#N/A,-1.1447021220,-0.5970096378,-0.0465241533,-0.0792341842,-0.3261901732,0.8331411059,-0.8408821024,-0.8092907659,#N/A,2.2417136192
HM2020_58,1,25,178.7500000000,16.7100000000,2020.0000000000,0.3476364521,16.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5000000000,0.0000000000,0.0000000000,0.0000000000,0.4166666667,0.0833333333,0.5833333333,#N/A,0.1666666667,#N/A,#N/A,#N/A,#N/A,-1.0014516736,-0.0051022746,-1.2120305484,-0.0622864356,-0.2129887275,-0.0030605018,1.2298035679,0.4173265251,#N/A,1.9126077536
nt_oba152,4,10,500.0000000000,18.6400000000,2002.0000000000,0.6588040107,8.0000000000,#N/A,2.0285549058,#N/A,#N/A,0.0000000000,0.1250000000,0.1250000000,0.0000000000,0.0000000000,0.7500000000,0.0000000000,0.1250000000,#N/A,0.1666666667,#N/A,-0.1841170227,#N/A,#N/A,-0.9104363198,-2.4948261499,0.7657419616,-0.0425977990,-0.0888003196,2.0893129212,-0.4702866325,-2.5711848504,#N/A,1.5965813779
nt_obc21,4,10,299.3800000000,14.6500000000,2002.0000000000,0.3172797864,10.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2000000000,0.1000000000,0.0000000000,0.0000000000,0.7000000000,0.0000000000,0.2000000000,#N/A,0.1666666667,#N/A,#N/A,#N/A,#N/A,-0.9648619131,-2.1058507290,0.5387682077,-0.0520255684,-0.1388163528,1.9064932947,-0.5662496993,-2.2188169621,#N/A,1.4775767384
